T,Patents,,,,,
218,Ecuador,2020,Grants of patents (number),9,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
218,Ecuador,2021,Grants of patents (number),17,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
218,Ecuador,2005,Patents in force (number),38,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
218,Ecuador,2010,Patents in force (number),199,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
218,Ecuador,2019,Patents in force (number),71,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
218,Ecuador,2020,Patents in force (number),80,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
218,Ecuador,2021,Patents in force (number),80,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,1985,Resident patent filings (per million population),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,1995,Resident patent filings (per million population),7,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2005,Resident patent filings (per million population),6,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2010,Resident patent filings (per million population),7,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2019,Resident patent filings (per million population),10,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2020,Resident patent filings (per million population),10,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2021,Resident patent filings (per million population),9,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,1985,Grants of patents (number),298,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,1995,Grants of patents (number),346,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2005,Grants of patents (number),147,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2010,Grants of patents (number),321,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2019,Grants of patents (number),747,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2020,Grants of patents (number),495,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2021,Grants of patents (number),508,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2010,Patents in force (number),"3,316",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2019,Patents in force (number),"5,827",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2020,Patents in force (number),"5,655",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
818,Egypt,2021,Patents in force (number),"5,386",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
222,El Salvador,1985,Resident patent filings (per million population),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
222,El Salvador,1995,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
222,El Salvador,2020,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
222,El Salvador,1985,Grants of patents (number),70,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
222,El Salvador,1995,Grants of patents (number),61,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
222,El Salvador,2019,Grants of patents (number),117,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
222,El Salvador,2020,Grants of patents (number),67,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
222,El Salvador,2021,Grants of patents (number),58,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,1995,Resident patent filings (per million population),11,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2005,Resident patent filings (per million population),19,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2010,Resident patent filings (per million population),83,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2019,Resident patent filings (per million population),60,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2020,Resident patent filings (per million population),59,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2021,Resident patent filings (per million population),71,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2005,Grants of patents (number),163,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2010,Grants of patents (number),120,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2019,Grants of patents (number),5,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2020,Grants of patents (number),12,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2021,Grants of patents (number),8,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2005,Patents in force (number),"1,395",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2010,Patents in force (number),"5,317",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2019,Patents in force (number),"11,194",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2020,Patents in force (number),"11,444",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
233,Estonia,2021,Patents in force (number),"11,768",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
748,Eswatini,1985,Grants of patents (number),30,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
231,Ethiopia,2005,Grants of patents (number),9,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
231,Ethiopia,2020,Grants of patents (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
242,Fiji,1985,Grants of patents (number),15,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
246,Finland,1985,Resident patent filings (per million population),352,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
246,Finland,1995,Resident patent filings (per million population),403,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
246,Finland,2005,Resident patent filings (per million population),637,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
246,Finland,2010,Resident patent filings (per million population),628,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
