T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
218,Ecuador,2010,Exchange rates: period average (national currency per US dollar),,,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2015,Exchange rates: period average (national currency per US dollar),,,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2019,Exchange rates: period average (national currency per US dollar),,,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2020,Exchange rates: period average (national currency per US dollar),,,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2021,Exchange rates: period average (national currency per US dollar),,,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2022,Exchange rates: period average (national currency per US dollar),,,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,1995,Exchange rates: end of period (national currency per US dollar),Egyptian Pound (EGP),,3.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2005,Exchange rates: end of period (national currency per US dollar),Egyptian Pound (EGP),,5.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2010,Exchange rates: end of period (national currency per US dollar),Egyptian Pound (EGP),,5.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2015,Exchange rates: end of period (national currency per US dollar),Egyptian Pound (EGP),,7.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2019,Exchange rates: end of period (national currency per US dollar),Egyptian Pound (EGP),,16.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2020,Exchange rates: end of period (national currency per US dollar),Egyptian Pound (EGP),,15.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2021,Exchange rates: end of period (national currency per US dollar),Egyptian Pound (EGP),,15.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2022,Exchange rates: end of period (national currency per US dollar),Egyptian Pound (EGP),,24.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,1995,Exchange rates: period average (national currency per US dollar),,,3.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2005,Exchange rates: period average (national currency per US dollar),,,5.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2010,Exchange rates: period average (national currency per US dollar),,,5.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
818,Egypt,2015,Exchange rates: period average (national currency per US dollar),,,7.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
